City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
162,vila velha,-20.3297,-40.2925,31.97,80,40,3.09,BR,1706631713
163,westport,41.1415,-73.3579,2.93,62,100,2.06,US,1706631713
164,enshi,30.3,109.4833,8.07,89,100,0.13,CN,1706631713
165,badger,64.8,-147.5333,-28.07,72,75,0.0,US,1706631713
166,lospalos,-8.5186,127.0025,23.58,90,100,0.82,TL,1706631460
167,tsiombe,-25.3,45.4833,23.52,73,14,7.25,MG,1706631714
168,kailua-kona,19.6406,-155.9956,23.98,82,100,3.6,US,1706631714
169,santana,-0.0583,-51.1817,30.1,70,40,2.06,BR,1706631714
170,inga,-7.2808,-35.6044,33.25,33,0,5.42,BR,1706631714
171,happy valley-goose bay,53.3168,-60.3315,-18.83,50,20,9.26,CA,1706631714
172,guerrero negro,27.9769,-114.0611,18.53,53,2,1.27,MX,1706631714
173,puerto armuelles,8.2833,-82.8667,32.99,66,62,1.34,PA,1706631714
174,ghat,24.9647,10.1728,17.56,25,0,5.28,LY,1706631714
175,lovington,32.944,-103.3485,13.43,42,50,0.45,US,1706631715
176,afaahiti,-17.75,-149.2833,26.93,80,95,1.28,PF,1706631715
177,vila franca do campo,37.7167,-25.4333,18.27,99,25,2.86,PT,1706631715
178,suva,-18.1416,178.4415,24.71,100,75,0.0,FJ,1706631585
179,kourou,5.1552,-52.6478,29.03,69,87,4.74,GF,1706631633
180,mae tha,18.4646,99.1403,22.33,94,1,1.16,TH,1706631715
181,aginskoye,51.1,114.53,-27.5,93,35,2.24,RU,1706631715
182,hauterive,46.0901,3.4459,15.42,73,73,0.93,FR,1706631715
183,nova sintra,14.8667,-24.7167,21.3,63,18,7.6,CV,1706631594
184,magadan,59.5667,150.8,-25.89,85,25,3.06,RU,1706631608
185,port alfred,-33.5906,26.891,21.77,86,100,1.34,ZA,1706631716
186,igarka,67.4667,86.5833,-21.72,85,94,7.43,RU,1706631716
187,kingston,17.997,-76.7936,29.53,66,20,3.13,JM,1706631360
188,fada n'gourma,12.0622,0.3578,34.0,9,31,4.67,BF,1706631716
189,ixtlan del rio,21.0333,-104.3667,24.78,25,100,1.28,MX,1706631716
190,temuco,-38.7333,-72.6,25.87,26,0,2.68,CL,1706631435
191,tura,25.5198,90.2201,14.58,43,0,1.4,IN,1706631558
192,val-d'or,48.1002,-77.7828,-3.95,86,100,6.69,CA,1706631440
193,ust-nera,64.5667,143.2,-35.17,100,99,0.43,RU,1706631717
194,amos,48.5669,-78.1162,-2.82,94,100,3.78,CA,1706631717
195,pizarro,4.9533,-77.366,27.54,74,94,2.04,CO,1706631717
196,port mathurin,-19.6833,63.4167,27.71,79,100,8.98,MU,1706631476
197,waingapu,-9.6567,120.2641,25.9,82,68,2.02,ID,1706631717
198,figuig (centre),32.1089,-1.2286,16.9,26,100,2.33,MA,1706631717
199,portales,34.1862,-103.3344,11.85,36,38,2.01,US,1706631717
200,mata-utu,-13.2816,-176.1745,29.01,81,100,7.79,WF,1706631717
201,manacapuru,-3.2997,-60.6206,33.2,52,70,1.84,BR,1706631717
202,tobelo,1.7284,128.0095,26.34,85,31,1.89,ID,1706631584
203,liaocheng,36.4439,115.9647,2.98,85,3,1.28,CN,1706631718
204,huayucachi,-12.1333,-75.2333,17.53,59,92,1.1,PE,1706631718
205,beyneu,45.3167,55.2,-3.6,61,92,5.49,KZ,1706631718
206,saldanha,-33.0117,17.9442,20.38,78,100,6.3,ZA,1706631718
207,kumru,40.8744,37.2639,1.16,94,99,1.5,TR,1706631718
208,lycksele,64.5954,18.6735,-1.98,80,0,1.54,SE,1706631718
209,lebu,-37.6167,-73.65,18.44,62,0,6.17,CL,1706631718
210,upata,8.0086,-62.3989,33.21,40,94,3.33,VE,1706631718
211,coquimbo,-29.9533,-71.3436,17.85,88,100,3.09,CL,1706631459
212,new norfolk,-42.7826,147.0587,15.72,88,50,1.62,AU,1706631458
213,dudinka,69.4058,86.1778,-16.88,89,99,10.06,RU,1706631594
214,mendota,36.7536,-120.3816,12.93,81,100,0.71,US,1706631719
215,gospic,44.5461,15.3747,7.83,64,15,1.21,HR,1706631719
216,iskateley,67.6803,53.1512,-2.77,93,99,6.71,RU,1706631719
217,ilha de mocambique,-15.0342,40.7358,27.44,76,38,4.2,MZ,1706631719
218,fisterra,42.9049,-9.2629,18.75,73,100,4.3,ES,1706631719
219,wellington,-41.2866,174.7756,16.15,91,75,9.77,NZ,1706631601
220,keflavik,64.0049,-22.5624,-1.05,86,75,11.32,IS,1706631720
221,jijiga,9.35,42.8,22.29,54,59,7.12,ET,1706631720
222,bhudgaon,16.9,74.6,23.1,46,34,3.65,IN,1706631720
223,okhotsk,59.3833,143.3,-21.06,82,100,3.74,RU,1706631720
224,tranqueras,-31.2,-55.75,31.5,41,9,1.94,UY,1706631720
225,tinajo,29.0788,-13.7081,20.49,68,0,3.6,ES,1706631720
226,inhambane,-23.865,35.3833,27.99,74,40,5.14,MZ,1706631720
227,ikryanoye,46.0932,47.7308,-6.01,89,99,5.89,RU,1706631720
228,cururupu,-1.8283,-44.8683,32.45,52,74,3.37,BR,1706631721
229,jabat,7.75,168.9751,25.95,88,100,10.52,MH,1706631721
230,sal rei,16.1833,-22.9167,27.11,44,4,9.77,CV,1706631721
231,howard springs,-12.497,131.047,25.95,95,100,1.78,AU,1706631721
232,saacow,1.6279,42.4407,35.27,31,93,7.57,SO,1706631722
233,general villegas,-35.0328,-63.0125,37.81,17,1,4.82,AR,1706631722
234,ejura,7.3856,-1.3562,37.82,11,2,1.42,GH,1706631722
235,mejit,10.2753,170.8646,26.33,79,100,10.04,MH,1706631722
236,kencong,-8.2833,113.3667,25.39,90,100,1.52,ID,1706631722
237,bolvadin,38.7111,31.0486,-0.5,67,100,5.15,TR,1706631723
238,lorengau,-2.0226,147.2712,27.72,83,85,4.31,PG,1706631572
239,chonchi,-42.6128,-73.8092,21.56,44,1,1.12,CL,1706631723
240,easton,40.6884,-75.2207,2.19,69,100,2.06,US,1706631359
241,juarez,31.7333,-106.4833,13.49,43,100,5.66,MX,1706631649
242,bovalino,38.149,16.174,12.97,62,33,5.28,IT,1706631724
243,new glasgow,45.5834,-62.6486,-4.56,73,99,6.88,CA,1706631557
244,vorgashor,67.5833,63.95,-13.78,95,100,6.01,RU,1706631724
245,kenora,49.8167,-94.4337,-0.46,93,100,2.57,CA,1706631487
246,sinjar,36.3209,41.8754,8.48,61,100,2.11,IQ,1706631724
247,norfolk,42.1668,-71.2495,-0.92,85,100,4.63,US,1706631724
248,bamboo flat,11.7,92.7167,27.05,78,20,1.03,IN,1706631725
249,xiangyang,32.0422,112.1448,6.93,79,24,0.64,CN,1706631725
250,humaita,-7.5061,-63.0208,34.56,47,76,1.94,BR,1706631725
251,susuman,62.7833,148.1667,-35.11,100,99,0.3,RU,1706631726
252,tiksi,71.6872,128.8694,-28.74,99,61,2.23,RU,1706631726
253,san carlos,9.6612,-68.5827,32.17,40,88,1.83,VE,1706631214
254,tonota,-21.4833,27.4833,31.41,31,80,6.85,BW,1706631726
255,miquelon,47.0975,-56.3814,-8.0,70,94,12.57,PM,1706631726
256,saudarkrokur,65.7461,-19.6394,-3.14,82,100,3.18,IS,1706631727
257,cockburn town,21.4612,-71.1419,23.73,61,74,6.92,TC,1706631727
258,boa vista,2.8197,-60.6733,32.99,52,75,6.17,BR,1706631727
259,tralee,52.2704,-9.7026,8.14,71,75,4.12,IE,1706631728
260,nelson bay,-32.7167,152.15,23.38,94,0,4.02,AU,1706631728
261,hilo,19.7297,-155.09,24.6,74,0,2.06,US,1706631728
262,rawson,-43.3002,-65.1023,28.32,38,24,5.69,AR,1706631645
263,n'zeto,-7.2312,12.8666,28.85,76,94,5.07,AO,1706631728
264,selfoss,63.9331,-20.9971,-1.64,75,100,11.67,IS,1706631470
265,shingu,33.7333,135.9833,7.76,67,71,1.91,JP,1706631728
266,chul'man,56.8479,124.9104,-33.12,100,100,1.42,RU,1706631729
267,naze,28.3667,129.4833,17.51,84,100,7.99,JP,1706631729
268,hawkesbury,45.6001,-74.616,-6.84,83,81,4.16,CA,1706631729
269,soma,39.1855,27.6094,3.52,76,91,9.2,TR,1706631729
270,elizabeth city,36.2946,-76.2511,8.36,69,40,4.63,US,1706631455
271,lazaro cardenas,17.9583,-102.2,26.46,70,100,1.62,MX,1706631729
272,yichun,47.7,128.9,-21.84,95,100,0.51,CN,1706631730
273,tidjikja,18.5564,-11.4271,28.29,6,0,7.13,MR,1706631730
274,puerto baquerizo moreno,-0.9,-89.6,28.55,84,75,4.63,EC,1706631730
275,aksu,41.1231,80.2644,-2.89,58,93,1.21,CN,1706631730
276,impfondo,1.6381,18.0667,38.21,17,99,1.73,CG,1706631730
277,dom pedrito,-30.9828,-54.6731,30.16,46,37,2.22,BR,1706631731
278,toliara,-23.35,43.6667,26.98,77,22,3.77,MG,1706631579
279,petropavlovsk-kamchatsky,53.0452,158.6483,-14.67,94,75,2.68,RU,1706631605
280,la passe,45.5549,-0.8967,17.13,77,31,0.59,FR,1706631731
281,kokopo,-4.352,152.2633,25.57,81,100,2.94,PG,1706631731
282,noyabrsk,63.1994,75.4507,-21.16,98,78,6.54,RU,1706631732
283,brush,40.2589,-103.6238,7.49,93,0,3.6,US,1706631524
284,haiku-pauwela,20.9219,-156.3051,22.32,88,20,2.68,US,1706631563
285,santa ana,33.7456,-117.8678,19.47,58,0,1.54,US,1706631370
286,lompoc,34.6391,-120.4579,12.55,91,0,3.09,US,1706631548
287,palmer,42.1584,-72.3287,1.58,70,100,0.45,US,1706631732
288,port said,31.2565,32.2841,13.92,60,96,10.88,EG,1706631733
289,iwon-up,40.3231,128.6553,-1.43,81,100,1.82,KP,1706631733
290,shenjiamen,29.9576,122.298,10.66,95,96,1.33,CN,1706631733
291,taroa,8.7058,171.2275,26.58,85,100,10.38,MH,1706631733
292,dera bugti,29.0307,69.151,15.69,34,97,1.8,PK,1706631734
293,tamanrasset,22.785,5.5228,21.95,10,0,3.09,DZ,1706631734
294,lossiemouth,57.7214,-3.2834,6.92,68,40,7.72,GB,1706631734
295,muhos,64.808,25.9931,1.54,85,40,4.65,FI,1706631734
296,hammerfest,70.6634,23.6821,0.25,100,75,6.17,NO,1706631735
297,qui nhon,13.7667,109.2333,21.56,90,95,2.32,VN,1706631563
298,nagamangala,12.8156,76.7575,23.38,31,92,2.46,IN,1706631735
299,ma'an,26.9775,110.7211,10.16,92,98,0.57,CN,1706631735
300,arkhangel'sk,64.5401,40.5433,1.06,74,0,6.0,RU,1706631519
301,timberlake,37.3207,-79.2575,6.05,66,20,3.09,US,1706631736
302,kaseda-shirakame,31.4167,130.3167,12.39,85,100,3.44,JP,1706631736
303,along,28.1667,94.7667,10.63,86,63,1.12,IN,1706631736
304,mingshui,36.7167,117.5,3.44,80,7,1.83,CN,1706631737
305,louis trichardt,-23.0439,29.9032,28.03,40,22,4.6,ZA,1706631737
306,kinango,-4.1372,39.3153,27.06,78,97,3.26,KE,1706631737
307,kuala belait,4.5833,114.1833,25.09,89,63,5.23,BN,1706631738
308,taunggyi,20.7833,97.0333,9.72,42,8,1.38,MM,1706631738
309,sarmiento,-45.5882,-69.07,24.33,25,0,7.23,AR,1706631738
310,plettenberg bay,-34.0527,23.3716,20.9,82,100,4.03,ZA,1706631738
311,pedernales,18.0384,-71.744,27.22,64,7,3.38,DO,1706631738
312,mogadishu,2.0371,45.3438,26.83,80,86,10.85,SO,1706631739
313,el calafate,-50.3408,-72.2768,14.51,64,100,3.33,AR,1706631739
314,altamont,42.2068,-121.7372,10.43,67,0,4.63,US,1706631713
315,praia da vitoria,38.7333,-27.0667,19.31,77,40,5.93,PT,1706631740
316,callao,-12.0667,-77.15,27.16,69,0,6.17,PE,1706631740
317,colonia,50.9333,6.95,12.76,75,100,2.57,DE,1706631741
318,waspan,14.7419,-83.9717,22.19,91,100,2.91,NI,1706631741
319,al bawiti,28.3492,28.8659,11.37,38,3,4.22,EG,1706631741
320,tupiza,-21.45,-65.7167,19.98,42,40,2.16,BO,1706631741
321,kulhudhuffushi,6.6221,73.07,27.89,72,39,4.53,MV,1706631742
322,alice springs,-23.7,133.8833,31.75,21,9,4.63,AU,1706631742
323,mount pearl,47.5166,-52.7813,-5.38,82,100,10.29,CA,1706631742
324,manadhoo,5.7667,73.3833,27.8,72,44,4.98,MV,1706631742
325,harper,4.375,-7.7169,29.74,69,8,5.23,LR,1706631743
326,fort bragg,35.139,-79.006,9.55,55,0,2.57,US,1706631743
327,tazacorte,28.629,-17.9293,21.54,73,0,1.54,ES,1706631576
328,kuytun,54.3419,101.5036,-34.05,100,37,0.98,RU,1706631744
329,yaren,-0.5472,166.916,28.87,76,89,8.11,NR,1706631486
330,nuuk,64.1835,-51.7216,-14.66,56,75,9.26,GL,1706631600
331,langfang,39.5097,116.6947,-2.86,71,0,2.17,CN,1706631744
332,ingeniero guillermo n. juarez,-23.9,-61.85,39.65,24,0,2.06,AR,1706631744
333,solnechnyy,50.7214,136.6319,-26.65,99,90,1.51,RU,1706631745
334,mermoz boabab,14.7065,-17.4758,34.31,32,74,5.14,SN,1706631745
335,yarmouth,41.7057,-70.2286,-0.56,73,100,8.49,US,1706631593
336,labasa,-16.4167,179.3833,27.3,91,99,3.91,FJ,1706631745
337,bella vista,36.4295,-94.2316,12.55,73,0,4.12,US,1706631745
338,ciechocinek,52.8791,18.7951,4.81,89,100,3.45,PL,1706631746
339,marka,1.7159,44.7717,26.61,83,100,8.62,SO,1706631623
340,kapa'a,22.0752,-159.319,21.18,87,100,2.06,US,1706631595
341,goshen,41.5823,-85.8344,2.07,93,100,4.12,US,1706631746
342,cadale,2.7603,46.3222,26.88,75,80,9.53,SO,1706631746
343,coahuayana de hidalgo,18.7,-103.6583,27.75,58,100,0.51,MX,1706631747
344,constantia,44.1833,28.65,-0.62,70,86,6.06,RO,1706631601
345,kasimov,54.9411,41.3953,-1.81,96,100,2.86,RU,1706631747
346,kirakira,-10.4544,161.9205,26.05,88,100,4.39,SB,1706631747
347,ulladulla,-35.35,150.4667,22.09,93,83,2.22,AU,1706631748
348,fayroz koh,34.5195,65.2509,-0.83,82,58,2.77,AF,1706631748
349,wynyard,-41.0,145.7167,13.47,77,24,4.37,AU,1706631585
350,dunay,42.8803,132.3375,-7.38,76,100,1.78,RU,1706631748
351,rawai,7.7797,98.3253,29.06,73,55,9.22,TH,1706631748
352,mission,26.2159,-98.3253,16.79,69,0,1.54,US,1706631748
353,syumsi,57.1111,51.6149,-0.38,89,100,4.97,RU,1706631749
354,adre,13.4667,22.2,26.73,12,0,3.89,TD,1706631533
355,cerda,37.9059,13.8144,13.12,75,0,1.65,IT,1706631749
356,berezovyy,51.6667,135.7,-23.27,93,40,1.6,RU,1706631749
357,gizo,-8.103,156.8419,25.72,92,100,8.5,SB,1706631749
358,utena,55.5,25.6,0.53,88,100,3.37,LT,1706631749
359,las tablas,7.7667,-80.2833,32.32,99,66,8.41,PA,1706631750
360,kabwe,-14.4469,28.4464,22.59,80,15,2.41,ZM,1706631750
361,knyaze-volkonskoye,48.4642,135.4567,-20.81,99,59,2.5,RU,1706631750
362,salinopolis,-0.6136,-47.3561,29.1,64,100,3.98,BR,1706631750
363,pomichna,48.2422,31.4158,0.33,68,20,2.18,UA,1706631750
364,miri,4.4148,114.0089,25.08,100,20,1.54,MY,1706631548
365,shamkhor,40.8297,46.0189,2.2,81,98,1.52,AZ,1706631751
366,douentza,14.9951,-2.9517,31.44,9,9,4.07,ML,1706631751
367,kermanshah,34.3142,47.065,4.5,56,20,0.0,IR,1706631751
